Emirate_Ar,Emirate_En,Year,اسم المحطة,Type of Location ,نوع موقع المحطة ,Station Name,Month_Ar,Month_En,Category_Type_Ar,Category_Type_En,Value,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013, بدع زايد,Urban/Residential,حضرية/ سكنية,Bida Zayed ,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),218.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,حبشان,Residential,ريفية/ سكنية,Habshan South ,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),210.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,الرويس,Industrial,صناعية  ,Ruwais ,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,مدرسة غياثي,Down Town,وسط المدينة,Gayathi School,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),169.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,واحة ليوا,Remote,نائية,Liwa Oasis,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),194.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,الكرامة,Urban/Residential, حضرية/ سكنية,Karama,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),159.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,تلال الامارات,Urban/Residential,حضرية/ سكنية,Emirates Hills,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),104.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,مطار دبي,Urban/Residential,حضرية/ سكنية,Dubai Airport,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),113.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,حتا,Down town,وسط المدينة ,Hatta,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),39.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,ميناء جبل علي,Industrial ,صناعية  ,Jebel Ali Port,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),210.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,شارع الشيخ زايد,Traffic,جانب الطريق,Shk. Zayed Road,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,شارع الشيخ محمد بن زايد,Traffic,جانب الطريق,Sheikh Mohd. Bin Zayed Rd.,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),26.0,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2013,الجير,Residential,سكنية ,Al Jeer,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),157.1,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2013,البريرات,Residential,سكنية ,Al Burairat,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),268.1,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2013,القاسمية,Residential,سكنية ,AL Qasmiah,يوليو,July,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),384.8,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,ديره,Residential- ommercial,سكنية-تجارية,Deira,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),316,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,تلال الإمارات,Residential,سكنية,Emirates Hills,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),185,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,شارع الشيخ زايد,Traffic,جانب الطريق,Shk. Zayed Road,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),69,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,شارع الشيخ محمد بن زايد,Traffic,جانب الطريق,Sheikh Mohd. Bin Zayed Rd.,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),77,,,,,,,,,,,,,,,,,
الشارقة,Sharjah,2016,الحمرية,Industrial ,صناعية ,Al hummariah,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),153,,,,,,,,,,,,,,,,,
الشارقة,Sharjah,2016,كلباء,Residential,سكنية,Kalba,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),121,,,,,,,,,,,,,,,,,
عجمان ,Ajman,2016,مشيرف,Residential,سكنية ,Musharif,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),206,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,الجير,Residential,سكنية ,Al Jeer,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),159,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,البريرات,Residential,سكنية ,Al Burairat,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),174,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,القاسمية,Residential,سكنية ,AL Qasmiah,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),154,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,غليلة,Residential,سكنية ,Ghalilah,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),124,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,شارع حمدان,Traffic,جانب الطريق,Hamdan Street,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),221,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة خديجة,Down Town,وسط المدينة ,Khadejah School,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),166,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة خليفة,Urban/Residential,حضرية/ سكنية,Khalifa School,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),167,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,المقطع,Urban/Residential,حضرية/ سكنية,Al Maqta,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),181,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدينة خليفة أ,Urban/Residential, حضرية/ سكنية,Khalifa City A,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),177,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة بني ياس,Urban/Residential,حضرية/ سكنية,Baniyas School,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),163,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مصفح,Industrial,صناعية  ,Mussafah ,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),192,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,المفرق,Industrial,صناعية,Al Mafraq,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),225,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015, شارع العين,Traffic,جانب الطريق,Al Ain Street,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),105,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة العين,Urban/Residential,حضرية/ سكنية,Al Ain Islamic Institute,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),129,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,الطوية,Urban/Residential,حضرية/ سكنية,Al Tawia,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),150,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,زاخر,Urban/Residential, حضرية/ سكنية,Zakher ,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),116,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,سويحان,Urban/Residential,حضرية/ سكنية,Sweihan,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),164,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,القوع,Residential,ريفية/ سكنية,Al Qua'a,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),170,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015, بدع زايد,Urban/Residential,حضرية/ سكنية,Bida Zayed ,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),167,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,حبشان,Residential,ريفية/ سكنية,Habshan South ,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),358,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,الرويس,Industrial,صناعية  ,Ruwais ,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),169,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة غياثي,Down Town,وسط المدينة,Gayathi School,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),141,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,واحة ليوا,Remote,نائية,Liwa Oasis,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),172,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,الكرامة,Urban/Residential, حضرية/ سكنية,Karama,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,تلال الامارات,Urban/Residential,حضرية/ سكنية,Emirates Hills,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),72,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,مطار دبي,Urban/Residential,حضرية/ سكنية,Dubai Airport,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),91,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,حتا,Down town,وسط المدينة ,Hatta,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,ميناء جبل علي,Industrial ,صناعية  ,Jebel Ali Port,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),96,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,شارع الشيخ زايد,Traffic,جانب الطريق,Shk. Zayed Road,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,شارع الشيخ محمد بن زايد,Traffic,جانب الطريق,Sheikh Mohd. Bin Zayed Rd.,أغسطس,August,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),60,,,,,,,,,,,,,,,,,
